Orthogroup	AGIS1.0	BSM	CI	GJ	IN	KM	MPE	PP	cultivar_occupancy	reference_present	private_cultivar
OG0000511						NC_089035.1.g1765, NC_089035.1.g2314, NC_089035.1.g5072, NC_089036.1.g6599, NC_089036.1.g7881, NC_089037.1.g10026, NC_089037.1.g12731, NC_089037.1.g13561, NC_089037.1.g14082, NC_089037.1.g9958, NC_089038.1.g14614, NC_089038.1.g14649, NC_089038.1.g16710, NC_089038.1.g16711, NC_089038.1.g16880, NC_089038.1.g17239, NC_089039.1.g17930, NC_089039.1.g19161, NC_089039.1.g20159, NC_089040.1.g20896, NC_089040.1.g22074, NC_089040.1.g22793, NC_089040.1.g23271, NC_089043.1.g30605			1	0	KM
OG0000518	NC_089036.1.g6523							NC_089035.1.g3208, NC_089035.1.g3595, NC_089035.1.g4330, NC_089035.1.g4992, NC_089036.1.g5531, NC_089036.1.g5967, NC_089036.1.g6933, NC_089037.1.g12130, NC_089038.1.g14406, NC_089038.1.g14509, NC_089039.1.g17729, NC_089039.1.g17962, NC_089039.1.g18621, NC_089040.1.g21872, NC_089040.1.g22054, NC_089041.1.g25731, NC_089041.1.g26311, NC_089042.1.g28383, NC_089043.1.g30191, NC_089043.1.g30389, NC_089043.1.g30582, NC_089046.1.g39104	1	1	PP
OG0000529	NC_089039.1.g18007			NC_089035.1.g1723, NC_089035.1.g4953, NC_089036.1.g6845, NC_089036.1.g8100, NC_089037.1.g13344, NC_089038.1.g14281, NC_089038.1.g14378, NC_089038.1.g16351, NC_089038.1.g16955, NC_089039.1.g17859, NC_089039.1.g17989, NC_089039.1.g18493, NC_089039.1.g19181, NC_089039.1.g19825, NC_089040.1.g22378, NC_089041.1.g23763, NC_089041.1.g26071, NC_089042.1.g28028, NC_089042.1.g28514, NC_089044.1.g33503, NC_089045.1.g34947, NC_089045.1.g35054					1	1	GJ
OG0000591						NC_089035.1.g1764, NC_089035.1.g3657, NC_089035.1.g5071, NC_089036.1.g5626, NC_089036.1.g6598, NC_089037.1.g10025, NC_089037.1.g12222, NC_089037.1.g12730, NC_089037.1.g13560, NC_089038.1.g14517, NC_089038.1.g14613, NC_089038.1.g14652, NC_089038.1.g16709, NC_089038.1.g16879, NC_089038.1.g16947, NC_089038.1.g17238, NC_089039.1.g18154, NC_089039.1.g18815, NC_089040.1.g22326, NC_089042.1.g29120, NC_089043.1.g30604, NC_089045.1.g36839			1	0	KM
OG0000685		NC_089035.1.g1226, NC_089035.1.g3233, NC_089035.1.g3621, NC_089035.1.g4356, NC_089036.1.g8967, NC_089038.1.g14412, NC_089038.1.g14448, NC_089038.1.g15476, NC_089039.1.g17615, NC_089039.1.g17840, NC_089039.1.g17979, NC_089039.1.g18489, NC_089040.1.g22355, NC_089041.1.g25666, NC_089041.1.g25890, NC_089041.1.g26381, NC_089042.1.g28988, NC_089043.1.g30094, NC_089044.1.g33353, NC_089045.1.g35359							1	0	BSM
OG0000731	NC_089035.1.g1573, NC_089035.1.g3076, NC_089036.1.g6989, NC_089036.1.g7707, NC_089037.1.g10031, NC_089038.1.g14751, NC_089038.1.g15436, NC_089038.1.g16002, NC_089040.1.g21586, NC_089040.1.g23047, NC_089040.1.g23447, NC_089040.1.g23644, NC_089043.1.g31107, NC_089044.1.g33398, NC_089045.1.g36440, NC_089046.1.g38089, NC_089046.1.g39095	NC_089035.1.g3074							1	1	BSM
OG0000744	NC_089037.1.g10490, NC_089037.1.g10606, NC_089037.1.g11908, NC_089040.1.g22296, NC_089040.1.g22367, NC_089040.1.g22654, NC_089042.1.g28786, NC_089043.1.g30483							NC_089037.1.g10504, NC_089037.1.g10620, NC_089037.1.g11990, NC_089039.1.g18807, NC_089040.1.g22201, NC_089040.1.g22527, NC_089042.1.g28697, NC_089043.1.g30418, NC_089044.1.g32664, NC_089045.1.g35202	1	1	PP
OG0000933	NC_089035.1.g1424, NC_089035.1.g2178, NC_089035.1.g2182, NC_089035.1.g3241, NC_089035.1.g3243, NC_089035.1.g3247, NC_089036.1.g6790, NC_089039.1.g17823, NC_089039.1.g20310, NC_089039.1.g20312	NC_089035.1.g1418, NC_089035.1.g2158, NC_089035.1.g2162, NC_089035.1.g3242, NC_089035.1.g3244, NC_089035.1.g3249							1	1	BSM
OG0002098			NC_089036.1.g5567, NC_089036.1.g5967, NC_089036.1.g8142, NC_089037.1.g12089, NC_089037.1.g9894, NC_089038.1.g14444, NC_089038.1.g16484, NC_089038.1.g16653, NC_089039.1.g17915, NC_089039.1.g19761, NC_089039.1.g19833, NC_089040.1.g22542, NC_089041.1.g24585, NC_089042.1.g28322, NC_089043.1.g30087, NC_089043.1.g30983						1	0	CI
OG0002605							NC_089035.1.g1222, NC_089035.1.g3310, NC_089036.1.g6329, NC_089036.1.g9355, NC_089037.1.g11782, NC_089038.1.g14775, NC_089039.1.g17971, NC_089041.1.g24330, NC_089041.1.g26609, NC_089042.1.g27306, NC_089043.1.g30174, NC_089043.1.g31442, NC_089045.1.g35903		1	0	MPE
OG0002798						NC_089036.1.g7084, NC_089036.1.g8292, NC_089036.1.g9334, NC_089038.1.g14526, NC_089039.1.g18717, NC_089039.1.g20367, NC_089040.1.g23169, NC_089041.1.g26606, NC_089041.1.g27040, NC_089042.1.g28625, NC_089045.1.g35686, NC_089045.1.g37340			1	0	KM
OG0003040							NC_089039.1.g18251, NC_089039.1.g18252, NC_089039.1.g18253, NC_089039.1.g18254, NC_089044.1.g32311, NC_089044.1.g32356, NC_089044.1.g32357, NC_089044.1.g32392, NC_089044.1.g32393, NC_089044.1.g32439, NC_089044.1.g32440		1	0	MPE
OG0003120	NC_089037.1.g11055, NC_089037.1.g11056, NC_089037.1.g11058, NC_089037.1.g11059, NC_089037.1.g11061			NC_089037.1.g10963, NC_089037.1.g10964, NC_089037.1.g10965, NC_089037.1.g10966, NC_089037.1.g10968					1	1	GJ
OG0003329		NC_089036.1.g6798, NC_089036.1.g7739, NC_089037.1.g11250, NC_089037.1.g11252, NC_089039.1.g17915, NC_089039.1.g18390, NC_089043.1.g30137, NC_089044.1.g32737, NC_089046.1.g37873, NC_089046.1.g38395							1	0	BSM
OG0003349			NC_089035.1.g3613, NC_089035.1.g4321, NC_089037.1.g13845, NC_089039.1.g17506, NC_089039.1.g18534, NC_089039.1.g19992, NC_089039.1.g20341, NC_089040.1.g22708, NC_089042.1.g29489, NC_089043.1.g30175						1	0	CI
OG0003360						NC_089038.1.g14770, NC_089038.1.g14889, NC_089039.1.g18664, NC_089041.1.g25357, NC_089042.1.g28347, NC_089043.1.g30385, NC_089044.1.g33469, NC_089045.1.g36010, NC_089045.1.g36132, NC_089046.1.g38684			1	0	KM
OG0003361						NC_089039.1.g18468, NC_089039.1.g18470, NC_089039.1.g18471, NC_089044.1.g32837, NC_089044.1.g32887, NC_089044.1.g32888, NC_089044.1.g32922, NC_089044.1.g32924, NC_089044.1.g32926, NC_089044.1.g32977			1	0	KM
OG0005327	NC_089035.1.g1934, NC_089039.1.g18428, NC_089039.1.g18545, NC_089044.1.g34235, NC_089045.1.g36114, NC_089046.1.g39040					NC_089039.1.g18574, NC_089046.1.g39456			1	1	KM
OG0020340	NC_089041.1.g25477					NC_089035.1.g3436, NC_089037.1.g9917, NC_089038.1.g14393, NC_089041.1.g24503, NC_089041.1.g25647, NC_089043.1.g30448, NC_089044.1.g33562			1	1	KM
OG0023058	NC_089042.1.g29956		NC_089036.1.g6775, NC_089037.1.g13092, NC_089038.1.g14413, NC_089041.1.g24961, NC_089041.1.g24962, NC_089042.1.g29823, NC_089046.1.g38323						1	1	CI
OG0028224			NC_089042.1.g29701, NC_089042.1.g29703, NC_089042.1.g29704, NC_089042.1.g29707, NC_089042.1.g29708, NC_089042.1.g29710, NC_089042.1.g29711, NC_089042.1.g29715						1	0	CI
OG0028622	NC_089036.1.g9350, NC_089036.1.g9351, NC_089036.1.g9352, NC_089036.1.g9358	NC_089036.1.g9325, NC_089036.1.g9329, NC_089036.1.g9340							1	1	BSM
OG0030471					NC_089035.1.g1378, NC_089035.1.g922, NC_089040.1.g21907, NC_089040.1.g21958, NC_089041.1.g25902, NC_089042.1.g28799, NC_089044.1.g34008				1	0	IN
OG0030761	NC_089037.1.g11895, NC_089038.1.g15062, NC_089044.1.g32615, NC_089044.1.g32857, NC_089044.1.g32858		NC_089040.1.g22025						1	1	CI
OG0032139							NC_089036.1.g7478, NC_089036.1.g7481, NC_089036.1.g7484, NC_089036.1.g7487, NC_089036.1.g7491, NC_089036.1.g7495		1	0	MPE
OG0032141								NC_089042.1.g29567, NC_089042.1.g29568, NC_089042.1.g29570, NC_089042.1.g29572, NC_089042.1.g29574, NC_089042.1.g29575	1	0	PP
OG0032195	NC_089035.1.g3005, NC_089040.1.g23199, NC_089041.1.g24176, NC_089042.1.g27753						NC_089040.1.g23042		1	1	MPE
OG0032213	NC_089035.1.g3930, NC_089035.1.g4982, NC_089039.1.g19248	NC_089035.1.g3920, NC_089036.1.g6109							1	1	BSM
OG0032511	NC_089039.1.g17647, NC_089040.1.g23287, NC_089045.1.g34890					NC_089040.1.g23466, NC_089045.1.g35220			1	1	KM
OG0032808	NC_089042.1.g29082, NC_089046.1.g39038			NC_089037.1.g11548, NC_089042.1.g28653, NC_089046.1.g38502					1	1	GJ
OG0033025	NC_089045.1.g36636							NC_089039.1.g20065, NC_089045.1.g36599, NC_089045.1.g36799, NC_089045.1.g37047	1	1	PP
OG0033062	NC_089046.1.g38100					NC_089035.1.g1525, NC_089035.1.g40, NC_089038.1.g14855, NC_089042.1.g27692			1	1	KM
OG0033234		NC_089036.1.g6797, NC_089037.1.g11249, NC_089039.1.g17916, NC_089039.1.g18389, NC_089041.1.g24982							1	0	BSM
OG0033942			NC_089039.1.g17549, NC_089039.1.g20035, NC_089045.1.g36419, NC_089045.1.g36613, NC_089045.1.g36860						1	0	CI
OG0034035				NC_089035.1.g2009, NC_089037.1.g12692, NC_089037.1.g12693, NC_089040.1.g22000, NC_089041.1.g26512					1	0	GJ
OG0034036				NC_089035.1.g2199, NC_089038.1.g15368, NC_089038.1.g16489, NC_089041.1.g24601, NC_089046.1.g38901					1	0	GJ
OG0034069						NC_089038.1.g14609, NC_089039.1.g20576, NC_089042.1.g29373, NC_089042.1.g30157, NC_089045.1.g36469			1	0	KM
OG0034073							NC_089045.1.g36966, NC_089046.1.g38677, NC_089046.1.g38853, NC_089046.1.g38856, NC_089046.1.g38857		1	0	MPE
OG0034084	NC_089035.1.g952, NC_089044.1.g33692, NC_089045.1.g36042				NC_089045.1.g36060				1	1	IN
OG0034200	NC_089036.1.g6820, NC_089036.1.g7148, NC_089045.1.g35903			NC_089045.1.g35324					1	1	GJ
OG0034251	NC_089037.1.g9513, NC_089039.1.g19037						NC_089037.1.g9472, NC_089046.1.g39355		1	1	MPE
OG0034261	NC_089037.1.g10630, NC_089037.1.g10984, NC_089043.1.g30545			NC_089037.1.g10548					1	1	GJ
OG0034310	NC_089037.1.g12667, NC_089038.1.g15315							NC_089037.1.g12674, NC_089038.1.g15287	1	1	PP
OG0034508	NC_089040.1.g22009, NC_089046.1.g39171							NC_089040.1.g21911, NC_089042.1.g27541	1	1	PP
OG0034732	NC_089044.1.g32743, NC_089044.1.g32745	NC_089044.1.g32619, NC_089044.1.g32621							1	1	BSM
OG0034905	NC_011033.1.g39733, NC_011033.1.g39736							NC_011033.1.g39677, NC_011033.1.g39680	1	1	PP
OG0035587			NC_089035.1.g2225, NC_089039.1.g17984, NC_089045.1.g36605, NC_089046.1.g39041						1	0	CI
OG0035832				NC_089035.1.g650, NC_089037.1.g11475, NC_089039.1.g20191, NC_089040.1.g21210					1	0	GJ
OG0035836				NC_089035.1.g2135, NC_089040.1.g22976, NC_089044.1.g32474, NC_089044.1.g32527					1	0	GJ
OG0035909					NC_089035.1.g1571, NC_089035.1.g840, NC_089037.1.g10695, NC_089038.1.g14374				1	0	IN
OG0035932						NC_089035.1.g180, NC_089043.1.g30853, NC_089043.1.g30861, NC_089046.1.g38152			1	0	KM
OG0035936						NC_089041.1.g24551, NC_089041.1.g24557, NC_089041.1.g24563, NC_089041.1.g24568			1	0	KM
OG0035939								NC_089037.1.g12546, NC_089040.1.g22984, NC_089041.1.g24902, NC_089042.1.g28199	1	0	PP
OG0035950	NC_089035.1.g760, NC_089040.1.g22983						NC_089035.1.g737		1	1	MPE
OG0035970	NC_089035.1.g1557			NC_089035.1.g1538, NC_089038.1.g15305					1	1	GJ
OG0035992	NC_089035.1.g2051, NC_089038.1.g15200				NC_089038.1.g15151				1	1	IN
OG0035996	NC_089035.1.g2236, NC_089042.1.g27934					NC_089042.1.g28135			1	1	KM
OG0036082	NC_089036.1.g6779, NC_089040.1.g21960		NC_089040.1.g21847						1	1	CI
OG0036102	NC_089036.1.g7384, NC_089045.1.g36765							NC_089045.1.g36719	1	1	PP
OG0036118	NC_089036.1.g7949, NC_089040.1.g23649			NC_089040.1.g23354					1	1	GJ
OG0036180	NC_089037.1.g11505		NC_089037.1.g11462, NC_089037.1.g11463						1	1	CI
OG0036202	NC_089037.1.g12243, NC_089041.1.g25743			NC_089037.1.g12135					1	1	GJ
OG0036273	NC_089038.1.g14704, NC_089041.1.g25873				NC_089041.1.g25821				1	1	IN
OG0036274	NC_089038.1.g14764			NC_089038.1.g14639, NC_089040.1.g22981					1	1	GJ
OG0036317	NC_089038.1.g16234		NC_089036.1.g7633, NC_089038.1.g16142						1	1	CI
OG0036338	NC_089039.1.g17547			NC_089038.1.g14095, NC_089039.1.g17397					1	1	GJ
OG0036340	NC_089039.1.g17617, NC_089045.1.g36762						NC_089045.1.g36510		1	1	MPE
OG0036357	NC_089039.1.g18471					NC_089036.1.g6801, NC_089039.1.g18622			1	1	KM
OG0036379	NC_089039.1.g19153, NC_089040.1.g21900			NC_089039.1.g18978					1	1	GJ
OG0036427	NC_089040.1.g21599				NC_089040.1.g21555, NC_089046.1.g37881				1	1	IN
OG0036433	NC_089040.1.g21901							NC_089036.1.g7235, NC_089040.1.g21800	1	1	PP
OG0036447	NC_089040.1.g22410, NC_089044.1.g32524					NC_089044.1.g32809			1	1	KM
OG0036540	NC_089041.1.g25866, NC_089044.1.g33091						NC_089041.1.g25660		1	1	MPE
OG0036598	NC_089042.1.g28339, NC_089045.1.g36308				NC_089042.1.g28294				1	1	IN
OG0036679	NC_089043.1.g30677	NC_089042.1.g29553, NC_089043.1.g30537							1	1	BSM
OG0036739	NC_089044.1.g33133, NC_089045.1.g36117				NC_089046.1.g38074				1	1	IN
OG0036760	NC_089044.1.g33950						NC_089036.1.g8539, NC_089044.1.g33722		1	1	MPE
OG0036796	NC_089045.1.g35135			NC_089035.1.g3230, NC_089045.1.g34684					1	1	GJ
OG0036841	NC_089045.1.g36036				NC_089042.1.g28909, NC_089045.1.g36055				1	1	IN
OG0036846	NC_089045.1.g36195							NC_089036.1.g6841, NC_089045.1.g36169	1	1	PP
OG0036861	NC_089045.1.g36795						NC_089041.1.g26832, NC_089045.1.g36540		1	1	MPE
OG0036869	NC_089045.1.g37123						NC_089045.1.g36854, NC_089045.1.g36869		1	1	MPE
OG0036970		NC_089035.1.g2198, NC_089040.1.g21476, NC_089041.1.g24878							1	0	BSM
OG0037720			NC_089040.1.g22256, NC_089040.1.g22257, NC_089042.1.g29546						1	0	CI
OG0037941				NC_089035.1.g3168, NC_089036.1.g8645, NC_089042.1.g27595					1	0	GJ
OG0038165					NC_089038.1.g14949, NC_089039.1.g17667, NC_089044.1.g33116				1	0	IN
OG0038166					NC_089038.1.g14971, NC_089038.1.g14976, NC_089038.1.g14979				1	0	IN
OG0038197					NC_089042.1.g27947, NC_089045.1.g35278, NC_089046.1.g39445				1	0	IN
OG0038242						NC_089035.1.g966, NC_089037.1.g12427, NC_089045.1.g36268			1	0	KM
OG0038246						NC_089037.1.g12436, NC_089039.1.g19077, NC_089046.1.g39708			1	0	KM
OG0038251						NC_089038.1.g15019, NC_089038.1.g15022, NC_089045.1.g36119			1	0	KM
OG0038279							NC_089038.1.g16414, NC_089040.1.g21148, NC_089044.1.g32232		1	0	MPE
OG0038280							NC_089040.1.g22278, NC_089045.1.g35635, NC_089046.1.g38150		1	0	MPE
OG0038282							NC_089041.1.g26659, NC_089042.1.g28252, NC_089045.1.g36576		1	0	MPE
OG0038285	NC_089035.1.g110	NC_089035.1.g109							1	1	BSM
OG0038286	NC_089035.1.g123							NC_089035.1.g117	1	1	PP
OG0038287	NC_089035.1.g174			NC_089035.1.g170					1	1	GJ
OG0038288	NC_089035.1.g221					NC_089035.1.g217			1	1	KM
OG0038289	NC_089035.1.g275			NC_089035.1.g271					1	1	GJ
OG0038290	NC_089035.1.g279			NC_089035.1.g275					1	1	GJ
OG0038291	NC_089035.1.g366	NC_089035.1.g360							1	1	BSM
OG0038292	NC_089035.1.g463					NC_089035.1.g473			1	1	KM
OG0038293	NC_089035.1.g743		NC_089035.1.g718						1	1	CI
OG0038294	NC_089035.1.g822					NC_089035.1.g833			1	1	KM
OG0038295	NC_089035.1.g871							NC_089035.1.g855	1	1	PP
OG0038297	NC_089035.1.g951	NC_089035.1.g953							1	1	BSM
OG0038298	NC_089035.1.g1027					NC_089035.1.g1041			1	1	KM
OG0038299	NC_089035.1.g1033					NC_089035.1.g1047			1	1	KM
OG0038300	NC_089035.1.g1053					NC_089035.1.g1065			1	1	KM
OG0038301	NC_089035.1.g1263							NC_089040.1.g22429	1	1	PP
OG0038302	NC_089035.1.g1331						NC_089035.1.g1300		1	1	MPE
OG0038303	NC_089035.1.g1340		NC_089035.1.g1301						1	1	CI
OG0038304	NC_089035.1.g1376			NC_089035.1.g1356					1	1	GJ
OG0038305	NC_089035.1.g1438			NC_089035.1.g1418					1	1	GJ
OG0038306	NC_089035.1.g1583					NC_089035.1.g1590			1	1	KM
OG0038307	NC_089035.1.g1629							NC_089036.1.g8688	1	1	PP
OG0038308	NC_089035.1.g1647		NC_089035.1.g1615						1	1	CI
OG0038309	NC_089035.1.g1663		NC_089035.1.g1636						1	1	CI
OG0038310	NC_089035.1.g1685					NC_089035.1.g1697			1	1	KM
OG0038311	NC_089035.1.g1700		NC_089035.1.g1671						1	1	CI
OG0038312	NC_089035.1.g1712					NC_089035.1.g1722			1	1	KM
OG0038313	NC_089035.1.g1763				NC_089035.1.g1723				1	1	IN
OG0038314	NC_089035.1.g1765					NC_089035.1.g1772			1	1	KM
OG0038315	NC_089035.1.g1775		NC_089035.1.g1742						1	1	CI
OG0038316	NC_089035.1.g2009			NC_089035.1.g1971					1	1	GJ
OG0038317	NC_089035.1.g2054					NC_089035.1.g2066			1	1	KM
OG0038318	NC_089035.1.g2086					NC_089035.1.g2099			1	1	KM
OG0038320	NC_089035.1.g2198					NC_089035.1.g2213			1	1	KM
OG0038321	NC_089035.1.g2214					NC_089035.1.g2228			1	1	KM
OG0038322	NC_089035.1.g2290		NC_089035.1.g2253						1	1	CI
OG0038323	NC_089035.1.g2346					NC_089035.1.g2357			1	1	KM
OG0038324	NC_089035.1.g2381						NC_089035.1.g2337		1	1	MPE
OG0038325	NC_089035.1.g2394		NC_089035.1.g2355						1	1	CI
OG0038326	NC_089035.1.g2470					NC_089035.1.g2477			1	1	KM
OG0038327	NC_089035.1.g2473					NC_089035.1.g2480			1	1	KM
OG0038328	NC_089035.1.g2540					NC_089035.1.g2552			1	1	KM
OG0038329	NC_089035.1.g2580							NC_089035.1.g2531	1	1	PP
OG0038330	NC_089035.1.g2583							NC_089035.1.g2536	1	1	PP
OG0038331	NC_089035.1.g2664			NC_089035.1.g2621					1	1	GJ
OG0038332	NC_089035.1.g2755	NC_089035.1.g2742							1	1	BSM
OG0038333	NC_089035.1.g2788					NC_089035.1.g2813			1	1	KM
OG0038334	NC_089035.1.g2795			NC_089035.1.g2753					1	1	GJ
OG0038335	NC_089035.1.g2908				NC_089035.1.g2898				1	1	IN
OG0038336	NC_089035.1.g2916						NC_089035.1.g2893		1	1	MPE
OG0038337	NC_089035.1.g2935						NC_089035.1.g2915		1	1	MPE
OG0038338	NC_089035.1.g2949	NC_089035.1.g2945							1	1	BSM
OG0038339	NC_089035.1.g3212					NC_089035.1.g3242			1	1	KM
OG0038340	NC_089035.1.g3242					NC_089035.1.g3272			1	1	KM
OG0038341	NC_089035.1.g3254					NC_089035.1.g3286			1	1	KM
OG0038342	NC_089035.1.g3290					NC_089035.1.g3323			1	1	KM
OG0038343	NC_089035.1.g3313					NC_089035.1.g3347			1	1	KM
OG0038344	NC_089035.1.g3324					NC_089035.1.g3358			1	1	KM
OG0038345	NC_089035.1.g3335	NC_089035.1.g3337							1	1	BSM
OG0038346	NC_089035.1.g3383					NC_089035.1.g3416			1	1	KM
